Emp ID,satisfaction_level,number_project,average_montly_hours,motivation,motivation_A1,motivation_A2,motivation_A3,motivation_A4,motivation_A5,motivation_A6,motivation_A7,motivation_A8
285,0.38,2,144,0.446,0.446,0.496,0.4237,0,0.476,0.476,0.496,0.466
286,0.4,2,148,0.462,0.462,0.512,0.4389,0,0.492,0.492,0.512,0.482
287,0.11,6,306,0.316,0.316,0.366,0.3002,0,0.416,0.346,0.366,0.396
288,0.11,6,292,0.337,0.337,0.387,0.32015,0,0.437,0.367,0.387,0.417
289,0.82,5,232,0.762,0.762,0.812,0.8382,0,0.862,0.832,0.812,0.842
290,0.36,2,137,0.4255,0.4255,0.4755,0.404225,0,0.4555,0.4555,0.4755,0.4455
291,0.4,2,128,0.432,0.432,0.482,0.4104,0,0.462,0.462,0.482,0.452
292,0.87,5,231,0.7885,0.7885,0.8385,0.86735,0,0.8885,0.8585,0.8385,0.8685
293,0.41,2,146,0.464,0.464,0.514,0.4408,0,0.494,0.494,0.514,0.484
294,0.11,6,308,0.313,0.313,0.363,0.29735,0,0.413,0.343,0.363,0.393
295,0.1,6,253,0.3905,0.3905,0.4405,0.370975,0,0.4905,0.4205,0.4405,0.4705
296,0.38,2,146,0.449,0.449,0.499,0.42655,0,0.479,0.479,0.499,0.469
297,0.39,2,156,0.469,0.469,0.519,0.44555,0,0.499,0.499,0.519,0.489
298,0.4,2,147,0.4605,0.4605,0.5105,0.437475,0,0.4905,0.4905,0.5105,0.4805
299,0.45,2,136,0.469,0.469,0.519,0.44555,0,0.499,0.499,0.519,0.489
300,0.74,5,249,0.6965,0.6965,0.7465,0.76615,0,0.7965,0.7665,0.7465,0.7765
301,0.45,2,151,0.4915,0.4915,0.5415,0.466925,0,0.5215,0.5215,0.5415,0.5115
302,0.12,3,278,0.303,0.303,0.353,0.28785,0,0.403,0.333,0.353,0.323
303,0.1,7,250,0.415,0.415,0.465,0.39425,0,0.515,0.445,0.465,0.495
304,0.37,2,127,0.4155,0.4155,0.4655,0.394725,0,0.4455,0.4455,0.4655,0.4355
305,0.89,5,255,0.7625,0.7625,0.8125,0.83875,0,0.8625,0.8325,0.8125,0.8425
306,0.45,2,135,0.4675,0.4675,0.5175,0.444125,0,0.4975,0.4975,0.5175,0.4875
307,0.37,2,149,0.4485,0.4485,0.4985,0.426075,0,0.4785,0.4785,0.4985,0.4685
308,0.11,5,287,0.3245,0.3245,0.3745,0.308275,0,0.4245,0.3545,0.3745,0.4045
309,0.41,2,145,0.4625,0.4625,0.5125,0.439375,0,0.4925,0.4925,0.5125,0.4825
310,0.1,6,285,0.3425,0.3425,0.3925,0.325375,0,0.4425,0.3725,0.3925,0.4225
311,0.1,7,305,0.3325,0.3325,0.3825,0.315875,0,0.4325,0.3625,0.3825,0.4125
312,0.11,7,300,0.345,0.345,0.395,0.32775,0,0.445,0.375,0.395,0.425
313,0.4,2,139,0.4485,0.4485,0.4985,0.426075,0,0.4785,0.4785,0.4985,0.4685
314,0.41,2,130,0.44,0.44,0.49,0.418,0,0.47,0.47,0.49,0.46
315,0.1,6,268,0.368,0.368,0.418,0.3496,0,0.468,0.398,0.418,0.448
316,0.73,4,245,0.6775,0.6775,0.7275,0.74525,0,0.7775,0.7475,0.7275,0.6975
317,0.43,2,135,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
318,0.37,2,153,0.4545,0.4545,0.5045,0.431775,0,0.4845,0.4845,0.5045,0.4745
319,0.11,6,276,0.361,0.361,0.411,0.34295,0,0.461,0.391,0.411,0.441
320,0.4,2,130,0.435,0.435,0.485,0.41325,0,0.465,0.465,0.485,0.455
321,0.41,2,153,0.4745,0.4745,0.5245,0.450775,0,0.5045,0.5045,0.5245,0.4945
322,0.82,5,244,0.744,0.744,0.794,0.8184,0,0.844,0.814,0.794,0.824
323,0.61,2,253,0.5655,0.5655,0.6155,0.537225,0,0.6655,0.5955,0.6155,0.5855
324,0.11,7,287,0.3645,0.3645,0.4145,0.346275,0,0.4645,0.3945,0.4145,0.4445
325,0.37,2,131,0.4215,0.4215,0.4715,0.400425,0,0.4515,0.4515,0.4715,0.4415
326,0.41,2,135,0.4475,0.4475,0.4975,0.425125,0,0.4775,0.4775,0.4975,0.4675
327,0.37,2,157,0.4605,0.4605,0.5105,0.437475,0,0.4905,0.4905,0.5105,0.4805
328,0.88,5,262,0.747,0.747,0.797,0.8217,0,0.847,0.817,0.797,0.827
329,0.1,6,266,0.371,0.371,0.421,0.35245,0,0.471,0.401,0.421,0.451
330,0.44,2,148,0.482,0.482,0.532,0.4579,0,0.512,0.512,0.532,0.502
331,0.38,2,140,0.44,0.44,0.49,0.418,0,0.47,0.47,0.49,0.46
332,0.11,7,302,0.342,0.342,0.392,0.3249,0,0.442,0.372,0.392,0.422
333,0.09,6,271,0.3585,0.3585,0.4085,0.340575,0,0.4585,0.3885,0.4085,0.4385
334,0.45,2,145,0.4825,0.4825,0.5325,0.458375,0,0.5125,0.5125,0.5325,0.5025
335,0.1,6,290,0.335,0.335,0.385,0.31825,0,0.435,0.365,0.385,0.415
336,0.45,2,151,0.4915,0.4915,0.5415,0.466925,0,0.5215,0.5215,0.5415,0.5115
337,0.77,5,266,0.686,0.686,0.736,0.7546,0,0.786,0.756,0.736,0.766
338,0.44,2,140,0.47,0.47,0.52,0.4465,0,0.5,0.5,0.52,0.49
339,0.39,2,142,0.448,0.448,0.498,0.4256,0,0.478,0.478,0.498,0.468
340,0.1,6,246,0.401,0.401,0.451,0.38095,0,0.501,0.431,0.451,0.481
341,0.09,7,308,0.323,0.323,0.373,0.30685,0,0.423,0.353,0.373,0.403
342,0.37,2,141,0.4365,0.4365,0.4865,0.414675,0,0.4665,0.4665,0.4865,0.4565
343,0.9,5,232,0.802,0.802,0.852,0.8822,0,0.902,0.872,0.852,0.882
344,0.41,2,143,0.4595,0.4595,0.5095,0.436525,0,0.4895,0.4895,0.5095,0.4795
345,0.37,2,155,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
346,0.1,6,278,0.353,0.353,0.403,0.33535,0,0.453,0.383,0.403,0.433
347,0.81,4,253,0.7055,0.7055,0.7555,0.77605,0,0.8055,0.7755,0.7555,0.7255
348,0.11,6,282,0.352,0.352,0.402,0.3344,0,0.452,0.382,0.402,0.432
349,0.11,7,264,0.399,0.399,0.449,0.37905,0,0.499,0.429,0.449,0.479
350,0.4,2,149,0.4635,0.4635,0.5135,0.440325,0,0.4935,0.4935,0.5135,0.4835
351,0.09,6,304,0.309,0.309,0.359,0.29355,0,0.409,0.339,0.359,0.389
352,0.48,3,219,0.5715,0.5715,0.6215,0.542925,0,0.6015,0.6015,0.6215,0.5915
353,0.91,4,262,0.742,0.742,0.792,0.8162,0,0.842,0.812,0.792,0.762
354,0.43,2,135,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
355,0.33,6,219,0.5565,0.5565,0.6065,0.528675,0,0.5865,0.5865,0.6065,0.6365
356,0.41,2,136,0.449,0.449,0.499,0.42655,0,0.479,0.479,0.499,0.469
357,0.41,2,154,0.476,0.476,0.526,0.4522,0,0.506,0.506,0.526,0.496
358,0.37,2,149,0.4485,0.4485,0.4985,0.426075,0,0.4785,0.4785,0.4985,0.4685
359,0.31,6,135,0.4775,0.4775,0.5275,0.453625,0,0.5075,0.5075,0.5275,0.5575
360,0.09,6,275,0.3525,0.3525,0.4025,0.334875,0,0.4525,0.3825,0.4025,0.4325
361,0.1,6,290,0.335,0.335,0.385,0.31825,0,0.435,0.365,0.385,0.415
362,0.76,4,263,0.6655,0.6655,0.7155,0.73205,0,0.7655,0.7355,0.7155,0.6855
363,0.41,2,145,0.4625,0.4625,0.5125,0.439375,0,0.4925,0.4925,0.5125,0.4825
364,0.72,5,267,0.6595,0.6595,0.7095,0.72545,0,0.7595,0.7295,0.7095,0.7395
365,0.4,2,141,0.4515,0.4515,0.5015,0.428925,0,0.4815,0.4815,0.5015,0.4715
366,0.91,4,235,0.7825,0.7825,0.8325,0.86075,0,0.8825,0.8525,0.8325,0.8025
367,0.1,6,258,0.383,0.383,0.433,0.36385,0,0.483,0.413,0.433,0.463
368,0.4,2,131,0.4365,0.4365,0.4865,0.414675,0,0.4665,0.4665,0.4865,0.4565
369,0.82,5,243,0.7455,0.7455,0.7955,0.82005,0,0.8455,0.8155,0.7955,0.8255
370,0.1,6,266,0.371,0.371,0.421,0.35245,0,0.471,0.401,0.421,0.451
371,0.37,2,142,0.438,0.438,0.488,0.4161,0,0.468,0.468,0.488,0.458
372,0.36,2,135,0.4225,0.4225,0.4725,0.401375,0,0.4525,0.4525,0.4725,0.4425
373,0.39,2,141,0.4465,0.4465,0.4965,0.424175,0,0.4765,0.4765,0.4965,0.4665
374,0.36,2,142,0.433,0.433,0.483,0.41135,0,0.463,0.463,0.483,0.453
375,0.86,5,254,0.749,0.749,0.799,0.8239,0,0.849,0.819,0.799,0.829
376,0.73,5,262,0.672,0.672,0.722,0.7392,0,0.772,0.742,0.722,0.752
377,0.56,4,296,0.516,0.516,0.566,0.4902,0,0.616,0.546,0.566,0.536
378,0.44,2,158,0.497,0.497,0.547,0.47215,0,0.527,0.527,0.547,0.517
379,0.31,4,238,0.478,0.478,0.528,0.4541,0,0.578,0.508,0.528,0.498
380,0.77,4,231,0.7185,0.7185,0.7685,0.79035,0,0.8185,0.7885,0.7685,0.7385
381,0.44,2,156,0.494,0.494,0.544,0.4693,0,0.524,0.524,0.544,0.514
382,0.38,2,145,0.4475,0.4475,0.4975,0.425125,0,0.4775,0.4775,0.4975,0.4675
383,0.45,2,144,0.481,0.481,0.531,0.45695,0,0.511,0.511,0.531,0.501
384,0.38,2,159,0.4685,0.4685,0.5185,0.445075,0,0.4985,0.4985,0.5185,0.4885
385,0.36,2,156,0.454,0.454,0.504,0.4313,0,0.484,0.484,0.504,0.474
386,0.75,5,256,0.691,0.691,0.741,0.7601,0,0.791,0.761,0.741,0.771
387,0.1,6,298,0.323,0.323,0.373,0.30685,0,0.423,0.353,0.373,0.403
388,0.1,6,247,0.3995,0.3995,0.4495,0.379525,0,0.4995,0.4295,0.4495,0.4795
389,0.45,2,157,0.5005,0.5005,0.5505,0.475475,0,0.5305,0.5305,0.5505,0.5205
390,0.42,2,154,0.481,0.481,0.531,0.45695,0,0.511,0.511,0.531,0.501
391,0.78,4,253,0.6905,0.6905,0.7405,0.75955,0,0.7905,0.7605,0.7405,0.7105
392,0.45,2,148,0.487,0.487,0.537,0.46265,0,0.517,0.517,0.537,0.507
393,0.84,4,261,0.7085,0.7085,0.7585,0.77935,0,0.8085,0.7785,0.7585,0.7285
394,0.11,6,282,0.352,0.352,0.402,0.3344,0,0.452,0.382,0.402,0.432
395,0.42,2,133,0.4495,0.4495,0.4995,0.427025,0,0.4795,0.4795,0.4995,0.4695
396,0.45,2,128,0.457,0.457,0.507,0.43415,0,0.487,0.487,0.507,0.477
397,0.46,2,139,0.4785,0.4785,0.5285,0.454575,0,0.5085,0.5085,0.5285,0.4985
398,0.09,6,293,0.3255,0.3255,0.3755,0.309225,0,0.4255,0.3555,0.3755,0.4055
399,0.87,4,265,0.7175,0.7175,0.7675,0.78925,0,0.8175,0.7875,0.7675,0.7375
400,0.1,6,250,0.395,0.395,0.445,0.37525,0,0.495,0.425,0.445,0.475
401,0.91,5,251,0.7785,0.7785,0.8285,0.85635,0,0.8785,0.8485,0.8285,0.8585
402,0.76,4,246,0.691,0.691,0.741,0.7601,0,0.791,0.761,0.741,0.711
403,0.74,5,275,0.6575,0.6575,0.7075,0.72325,0,0.7575,0.7275,0.7075,0.7375
404,0.92,5,240,0.8,0.8,0.85,0.88,0,0.9,0.87,0.85,0.88
405,0.76,5,245,0.7125,0.7125,0.7625,0.78375,0,0.8125,0.7825,0.7625,0.7925
406,0.47,4,254,0.534,0.534,0.584,0.5073,0,0.634,0.564,0.584,0.554
407,0.73,5,241,0.7035,0.7035,0.7535,0.77385,0,0.8035,0.7735,0.7535,0.7835
408,0.09,6,257,0.3795,0.3795,0.4295,0.360525,0,0.4795,0.4095,0.4295,0.4595
409,0.91,4,246,0.766,0.766,0.816,0.8426,0,0.866,0.836,0.816,0.786
410,0.82,4,233,0.7405,0.7405,0.7905,0.81455,0,0.8405,0.8105,0.7905,0.7605
411,0.28,6,218,0.533,0.533,0.583,0.50635,0,0.563,0.563,0.583,0.613
412,0.84,4,262,0.707,0.707,0.757,0.7777,0,0.807,0.777,0.757,0.727
413,0.45,2,138,0.472,0.472,0.522,0.4484,0,0.502,0.502,0.522,0.492
414,0.45,2,142,0.478,0.478,0.528,0.4541,0,0.508,0.508,0.528,0.498
415,0.91,5,233,0.8055,0.8055,0.8555,0.88605,0,0.9055,0.8755,0.8555,0.8855
416,0.42,2,155,0.4825,0.4825,0.5325,0.458375,0,0.5125,0.5125,0.5325,0.5025
417,0.82,4,229,0.7465,0.7465,0.7965,0.82115,0,0.8465,0.8165,0.7965,0.7665
418,0.11,6,264,0.379,0.379,0.429,0.36005,0,0.479,0.409,0.429,0.459
419,0.42,3,199,0.5685,0.5685,0.6185,0.540075,0,0.5985,0.5985,0.6185,0.5885
420,0.82,4,223,0.7555,0.7555,0.8055,0.83105,0,0.8555,0.8255,0.8055,0.7755
421,0.09,6,268,0.363,0.363,0.413,0.34485,0,0.463,0.393,0.413,0.443
422,0.1,6,287,0.3395,0.3395,0.3895,0.322525,0,0.4395,0.3695,0.3895,0.4195
423,0.86,5,257,0.7445,0.7445,0.7945,0.81895,0,0.8445,0.8145,0.7945,0.8245
424,0.4,2,143,0.4545,0.4545,0.5045,0.431775,0,0.4845,0.4845,0.5045,0.4745
425,0.45,2,130,0.46,0.46,0.51,0.437,0,0.49,0.49,0.51,0.48
426,0.42,2,136,0.454,0.454,0.504,0.4313,0,0.484,0.484,0.504,0.474
427,0.74,4,261,0.6585,0.6585,0.7085,0.72435,0,0.7585,0.7285,0.7085,0.6785
428,0.55,3,180,0.605,0.605,0.655,0.6655,0,0.635,0.635,0.655,0.625
429,0.37,2,126,0.414,0.414,0.464,0.3933,0,0.444,0.444,0.464,0.434
430,0.41,2,127,0.4355,0.4355,0.4855,0.413725,0,0.4655,0.4655,0.4855,0.4555
431,0.89,5,195,0.8375,0.8375,0.8875,0.92125,0,0.8675,0.9075,0.8875,0.9175
432,0.41,2,160,0.485,0.485,0.535,0.46075,0,0.515,0.515,0.535,0.505
433,0.44,2,150,0.485,0.485,0.535,0.46075,0,0.515,0.515,0.535,0.505
434,0.87,4,264,0.719,0.719,0.769,0.7909,0,0.819,0.789,0.769,0.739
435,0.1,6,309,0.3065,0.3065,0.3565,0.291175,0,0.4065,0.3365,0.3565,0.3865
436,0.41,2,135,0.4475,0.4475,0.4975,0.425125,0,0.4775,0.4775,0.4975,0.4675
437,0.11,6,261,0.3835,0.3835,0.4335,0.364325,0,0.4835,0.4135,0.4335,0.4635
438,0.43,2,160,0.495,0.495,0.545,0.47025,0,0.525,0.525,0.545,0.515
439,0.77,4,237,0.7095,0.7095,0.7595,0.78045,0,0.8095,0.7795,0.7595,0.7295
440,0.41,2,136,0.449,0.449,0.499,0.42655,0,0.479,0.479,0.499,0.469
441,0.41,2,139,0.4535,0.4535,0.5035,0.430825,0,0.4835,0.4835,0.5035,0.4735
442,0.36,2,151,0.4465,0.4465,0.4965,0.424175,0,0.4765,0.4765,0.4965,0.4665
443,0.77,5,229,0.7415,0.7415,0.7915,0.81565,0,0.8415,0.8115,0.7915,0.8215
444,0.81,5,245,0.7375,0.7375,0.7875,0.81125,0,0.8375,0.8075,0.7875,0.8175
445,0.39,2,127,0.4255,0.4255,0.4755,0.404225,0,0.4555,0.4555,0.4755,0.4455
446,0.09,6,283,0.3405,0.3405,0.3905,0.323475,0,0.4405,0.3705,0.3905,0.4205
447,0.44,2,143,0.4745,0.4745,0.5245,0.450775,0,0.5045,0.5045,0.5245,0.4945
448,0.1,5,298,0.303,0.303,0.353,0.28785,0,0.403,0.333,0.353,0.383
449,0.36,2,159,0.4585,0.4585,0.5085,0.435575,0,0.4885,0.4885,0.5085,0.4785
450,0.81,5,239,0.7465,0.7465,0.7965,0.82115,0,0.8465,0.8165,0.7965,0.8265
451,0.81,4,226,0.746,0.746,0.796,0.8206,0,0.846,0.816,0.796,0.766
452,0.85,5,248,0.753,0.753,0.803,0.8283,0,0.853,0.823,0.803,0.833
453,0.1,6,286,0.341,0.341,0.391,0.32395,0,0.441,0.371,0.391,0.421
454,0.37,2,145,0.4425,0.4425,0.4925,0.420375,0,0.4725,0.4725,0.4925,0.4625
455,0.09,7,254,0.404,0.404,0.454,0.3838,0,0.504,0.434,0.454,0.484
456,0.44,2,127,0.4505,0.4505,0.5005,0.427975,0,0.4805,0.4805,0.5005,0.4705
457,0.86,5,223,0.7955,0.7955,0.8455,0.87505,0,0.8955,0.8655,0.8455,0.8755
458,0.77,4,255,0.6825,0.6825,0.7325,0.75075,0,0.7825,0.7525,0.7325,0.7025
459,0.41,2,136,0.449,0.449,0.499,0.42655,0,0.479,0.479,0.499,0.469
460,0.4,2,137,0.4455,0.4455,0.4955,0.423225,0,0.4755,0.4755,0.4955,0.4655
461,0.43,2,135,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
462,0.43,2,137,0.4605,0.4605,0.5105,0.437475,0,0.4905,0.4905,0.5105,0.4805
463,0.8,3,255,0.6775,0.6775,0.7275,0.74525,0,0.7775,0.7475,0.7275,0.6975
464,0.8,4,273,0.6705,0.6705,0.7205,0.73755,0,0.7705,0.7405,0.7205,0.6905
465,0.82,5,234,0.759,0.759,0.809,0.8349,0,0.859,0.829,0.809,0.839
466,0.37,2,152,0.453,0.453,0.503,0.43035,0,0.483,0.483,0.503,0.473
467,0.37,2,134,0.426,0.426,0.476,0.4047,0,0.456,0.456,0.476,0.446
468,0.09,6,292,0.327,0.327,0.377,0.31065,0,0.427,0.357,0.377,0.407
469,0.9,5,245,0.7825,0.7825,0.8325,0.86075,0,0.8825,0.8525,0.8325,0.8625
470,0.41,2,159,0.4835,0.4835,0.5335,0.459325,0,0.5135,0.5135,0.5335,0.5035
471,0.1,6,260,0.38,0.38,0.43,0.361,0,0.48,0.41,0.43,0.46
472,0.44,2,149,0.4835,0.4835,0.5335,0.459325,0,0.5135,0.5135,0.5335,0.5035
473,0.89,5,266,0.746,0.746,0.796,0.8206,0,0.846,0.816,0.796,0.826
474,0.42,2,149,0.4735,0.4735,0.5235,0.449825,0,0.5035,0.5035,0.5235,0.4935
475,0.87,5,242,0.772,0.772,0.822,0.8492,0,0.872,0.842,0.822,0.852
476,0.45,2,134,0.466,0.466,0.516,0.4427,0,0.496,0.496,0.516,0.486
477,0.11,5,271,0.3485,0.3485,0.3985,0.331075,0,0.4485,0.3785,0.3985,0.4285
478,0.09,6,275,0.3525,0.3525,0.4025,0.334875,0,0.4525,0.3825,0.4025,0.4325
479,0.76,5,227,0.7395,0.7395,0.7895,0.81345,0,0.8395,0.8095,0.7895,0.8195
480,0.11,7,277,0.3795,0.3795,0.4295,0.360525,0,0.4795,0.4095,0.4295,0.4595
481,0.37,2,151,0.4515,0.4515,0.5015,0.428925,0,0.4815,0.4815,0.5015,0.4715
482,0.1,6,274,0.359,0.359,0.409,0.34105,0,0.459,0.389,0.409,0.439
483,0.77,4,242,0.702,0.702,0.752,0.7722,0,0.802,0.772,0.752,0.722
484,0.42,2,143,0.4645,0.4645,0.5145,0.441275,0,0.4945,0.4945,0.5145,0.4845
485,0.38,2,145,0.4475,0.4475,0.4975,0.425125,0,0.4775,0.4775,0.4975,0.4675
486,0.32,5,172,0.518,0.518,0.568,0.4921,0,0.548,0.548,0.568,0.598
487,0.38,2,135,0.4325,0.4325,0.4825,0.410875,0,0.4625,0.4625,0.4825,0.4525
488,0.19,4,192,0.463,0.463,0.513,0.43985,0,0.493,0.493,0.513,0.483
489,0.1,7,276,0.376,0.376,0.426,0.3572,0,0.476,0.406,0.426,0.456
490,0.76,4,206,0.751,0.751,0.801,0.8261,0,0.781,0.821,0.801,0.771
491,0.53,4,281,0.5235,0.5235,0.5735,0.497325,0,0.6235,0.5535,0.5735,0.5435
492,0.39,2,151,0.4615,0.4615,0.5115,0.438425,0,0.4915,0.4915,0.5115,0.4815
493,0.11,6,244,0.409,0.409,0.459,0.38855,0,0.509,0.439,0.459,0.489
494,0.1,6,309,0.3065,0.3065,0.3565,0.291175,0,0.4065,0.3365,0.3565,0.3865
495,0.84,5,218,0.793,0.793,0.843,0.8723,0,0.823,0.863,0.843,0.873
496,0.82,4,263,0.6955,0.6955,0.7455,0.76505,0,0.7955,0.7655,0.7455,0.7155
497,0.1,6,244,0.404,0.404,0.454,0.3838,0,0.504,0.434,0.454,0.484
498,0.59,7,263,0.6405,0.6405,0.6905,0.70455,0,0.7405,0.6705,0.6905,0.7205
499,0.44,2,143,0.4745,0.4745,0.5245,0.450775,0,0.5045,0.5045,0.5245,0.4945
500,0.89,2,181,0.7565,0.7565,0.8065,0.83215,0,0.7865,0.8265,0.8065,0.7765
501,0.91,5,265,0.7575,0.7575,0.8075,0.83325,0,0.8575,0.8275,0.8075,0.8375
502,0.66,5,161,0.6715,0.6715,0.7215,0.73865,0,0.7015,0.7015,0.7215,0.7515
503,0.11,7,282,0.372,0.372,0.422,0.3534,0,0.472,0.402,0.422,0.452
504,0.43,2,155,0.4875,0.4875,0.5375,0.463125,0,0.5175,0.5175,0.5375,0.5075
505,0.78,4,217,0.7445,0.7445,0.7945,0.81895,0,0.7745,0.8145,0.7945,0.7645
506,0.11,6,289,0.3415,0.3415,0.3915,0.324425,0,0.4415,0.3715,0.3915,0.4215
507,0.83,4,259,0.7065,0.7065,0.7565,0.77715,0,0.8065,0.7765,0.7565,0.7265
508,0.39,2,158,0.472,0.472,0.522,0.4484,0,0.502,0.502,0.522,0.492
509,0.38,2,158,0.467,0.467,0.517,0.44365,0,0.497,0.497,0.517,0.487
510,0.37,2,155,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
511,0.44,2,146,0.479,0.479,0.529,0.45505,0,0.509,0.509,0.529,0.499
512,0.53,2,164,0.551,0.551,0.601,0.52345,0,0.581,0.581,0.601,0.571
513,0.09,6,259,0.3765,0.3765,0.4265,0.357675,0,0.4765,0.4065,0.4265,0.4565
514,0.11,6,293,0.3355,0.3355,0.3855,0.318725,0,0.4355,0.3655,0.3855,0.4155
515,0.83,5,275,0.7025,0.7025,0.7525,0.77275,0,0.8025,0.7725,0.7525,0.7825
516,0.88,5,219,0.8115,0.8115,0.8615,0.89265,0,0.8415,0.8815,0.8615,0.8915
517,0.1,6,247,0.3995,0.3995,0.4495,0.379525,0,0.4995,0.4295,0.4495,0.4795
518,0.09,7,309,0.3215,0.3215,0.3715,0.305425,0,0.4215,0.3515,0.3715,0.4015
519,0.44,2,151,0.4865,0.4865,0.5365,0.462175,0,0.5165,0.5165,0.5365,0.5065
520,0.39,2,129,0.4285,0.4285,0.4785,0.407075,0,0.4585,0.4585,0.4785,0.4485
521,0.87,4,274,0.704,0.704,0.754,0.7744,0,0.804,0.774,0.754,0.724
522,0.74,4,233,0.7005,0.7005,0.7505,0.77055,0,0.8005,0.7705,0.7505,0.7205
523,0.1,7,289,0.3565,0.3565,0.4065,0.338675,0,0.4565,0.3865,0.4065,0.4365
524,0.74,4,239,0.6915,0.6915,0.7415,0.76065,0,0.7915,0.7615,0.7415,0.7115
525,0.75,5,221,0.7435,0.7435,0.7935,0.81785,0,0.8435,0.8135,0.7935,0.8235
526,0.41,2,150,0.47,0.47,0.52,0.4465,0,0.5,0.5,0.52,0.49
527,0.41,2,144,0.461,0.461,0.511,0.43795,0,0.491,0.491,0.511,0.481
528,0.09,7,289,0.3515,0.3515,0.4015,0.333925,0,0.4515,0.3815,0.4015,0.4315
529,0.09,6,301,0.3135,0.3135,0.3635,0.297825,0,0.4135,0.3435,0.3635,0.3935
530,0.39,2,145,0.4525,0.4525,0.5025,0.429875,0,0.4825,0.4825,0.5025,0.4725
531,0.4,2,137,0.4455,0.4455,0.4955,0.423225,0,0.4755,0.4755,0.4955,0.4655
532,0.37,2,131,0.4215,0.4215,0.4715,0.400425,0,0.4515,0.4515,0.4715,0.4415
533,0.1,6,246,0.401,0.401,0.451,0.38095,0,0.501,0.431,0.451,0.481
534,0.43,2,136,0.459,0.459,0.509,0.43605,0,0.489,0.489,0.509,0.479
535,0.75,5,240,0.715,0.715,0.765,0.7865,0,0.815,0.785,0.765,0.795
536,0.37,2,156,0.459,0.459,0.509,0.43605,0,0.489,0.489,0.509,0.479
537,0.11,6,305,0.3175,0.3175,0.3675,0.301625,0,0.4175,0.3475,0.3675,0.3975
538,0.45,2,154,0.496,0.496,0.546,0.4712,0,0.526,0.526,0.546,0.516
539,0.87,5,261,0.7435,0.7435,0.7935,0.81785,0,0.8435,0.8135,0.7935,0.8235
540,0.11,7,244,0.429,0.429,0.479,0.40755,0,0.529,0.459,0.479,0.509
541,0.45,2,129,0.4585,0.4585,0.5085,0.435575,0,0.4885,0.4885,0.5085,0.4785
542,0.81,4,254,0.704,0.704,0.754,0.7744,0,0.804,0.774,0.754,0.724
543,0.77,5,236,0.731,0.731,0.781,0.8041,0,0.831,0.801,0.781,0.811
544,0.89,5,237,0.7895,0.7895,0.8395,0.86845,0,0.8895,0.8595,0.8395,0.8695
545,0.43,2,135,0.4575,0.4575,0.5075,0.434625,0,0.4875,0.4875,0.5075,0.4775
546,0.78,5,236,0.736,0.736,0.786,0.8096,0,0.836,0.806,0.786,0.816
547,0.37,2,149,0.4485,0.4485,0.4985,0.426075,0,0.4785,0.4785,0.4985,0.4685
548,0.37,2,141,0.4365,0.4365,0.4865,0.414675,0,0.4665,0.4665,0.4865,0.4565
549,0.85,4,270,0.7,0.7,0.75,0.77,0,0.8,0.77,0.75,0.72
550,0.41,2,138,0.452,0.452,0.502,0.4294,0,0.482,0.482,0.502,0.472
551,0.11,6,298,0.328,0.328,0.378,0.3116,0,0.428,0.358,0.378,0.408
552,0.75,5,254,0.694,0.694,0.744,0.7634,0,0.794,0.764,0.744,0.774
553,0.82,5,248,0.738,0.738,0.788,0.8118,0,0.838,0.808,0.788,0.818
554,0.79,5,257,0.7095,0.7095,0.7595,0.78045,0,0.8095,0.7795,0.7595,0.7895
555,0.43,2,150,0.48,0.48,0.53,0.456,0,0.51,0.51,0.53,0.5
556,0.1,7,281,0.3685,0.3685,0.4185,0.350075,0,0.4685,0.3985,0.4185,0.4485
557,0.46,2,141,0.4815,0.4815,0.5315,0.457425,0,0.5115,0.5115,0.5315,0.5015
558,0.43,2,157,0.4905,0.4905,0.5405,0.465975,0,0.5205,0.5205,0.5405,0.5105
559,0.43,2,136,0.459,0.459,0.509,0.43605,0,0.489,0.489,0.509,0.479
560,0.11,7,296,0.351,0.351,0.401,0.33345,0,0.451,0.381,0.401,0.431
561,0.09,6,279,0.3465,0.3465,0.3965,0.329175,0,0.4465,0.3765,0.3965,0.4265
562,0.37,2,131,0.4215,0.4215,0.4715,0.400425,0,0.4515,0.4515,0.4715,0.4415
563,0.4,2,160,0.48,0.48,0.53,0.456,0,0.51,0.51,0.53,0.5
564,0.1,7,291,0.3535,0.3535,0.4035,0.335825,0,0.4535,0.3835,0.4035,0.4335
565,0.41,2,157,0.4805,0.4805,0.5305,0.456475,0,0.5105,0.5105,0.5305,0.5005
566,0.79,3,294,0.614,0.614,0.664,0.6754,0,0.714,0.684,0.664,0.634
567,0.11,7,310,0.33,0.33,0.38,0.3135,0,0.43,0.36,0.38,0.41
568,0.1,6,282,0.347,0.347,0.397,0.32965,0,0.447,0.377,0.397,0.427
569,0.44,2,134,0.461,0.461,0.511,0.43795,0,0.491,0.491,0.511,0.481
